Celulares -0%,0
Cables -10%,10
Cartucho de tinta(Simple)-10%,10
Camara Fotografica-0%,0
Cartucho de Tinta C/Chip-0%,0
Catalogos  -15%,15
CDs -10%,10
Cinta de Impresora-05%,5
Computadoras  -0%,0
Consola de Videojuegos-15%,15
Cosmeticos -15%,15
